population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,164,Nepal,3,Both,18,65-69 years,494,Stroke,1,Number,2023,2141.6770477481023,2865.5362218402483,1461.5021114665158
1,All Population,1,Deaths,164,Nepal,3,Both,18,65-69 years,494,Stroke,2,Percent,2023,0.13346788104038643,0.1666737454780854,0.09667289680567816
1,All Population,1,Deaths,164,Nepal,3,Both,18,65-69 years,494,Stroke,3,Rate,2023,263.1802399061558,352.1317610032103,179.59686159196815
1,All Population,1,Deaths,164,Nepal,3,Both,22,All ages,494,Stroke,1,Number,2023,17231.28066217758,22551.879198934832,12254.097748807182
1,All Population,1,Deaths,164,Nepal,3,Both,22,All ages,494,Stroke,2,Percent,2023,0.09572375996796872,0.11931968893036439,0.06768210539291025
1,All Population,1,Deaths,164,Nepal,3,Both,22,All ages,494,Stroke,3,Rate,2023,55.47102500660977,72.59912246313941,39.44845284480563
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,9,20-24 years,493,Ischemic heart disease,1,Number,2023,9351.744531760552,14111.834170301885,6119.029197438556
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,9,20-24 years,493,Ischemic heart disease,2,Percent,2023,0.01846611484752015,0.026102915621586585,0.012337146124306468
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,9,20-24 years,493,Ischemic heart disease,3,Rate,2023,323.91487123120726,488.789330438323,211.94383013959117
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,10,25-29 years,493,Ischemic heart disease,1,Number,2023,13605.696318623772,19119.153715434604,8959.038250362692
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,10,25-29 years,493,Ischemic heart disease,2,Percent,2023,0.026575636500929645,0.03759913441162312,0.017812098480679876
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,10,25-29 years,493,Ischemic heart disease,3,Rate,2023,510.37570064276895,717.1960364759015,336.0706660676617
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,11,30-34 years,493,Ischemic heart disease,1,Number,2023,18841.146156046972,26953.99333799135,12589.960552965962
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,11,30-34 years,493,Ischemic heart disease,2,Percent,2023,0.03883252389586638,0.05338664180695022,0.027233820985600125
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,11,30-34 years,493,Ischemic heart disease,3,Rate,2023,791.0104854322495,1131.6132881745793,528.5660822379562
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,12,35-39 years,493,Ischemic heart disease,1,Number,2023,25068.594102850184,36122.46878018202,16813.367605716223
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,12,35-39 years,493,Ischemic heart disease,2,Percent,2023,0.04768979530946182,0.06549302277777716,0.03381556135872624
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,12,35-39 years,493,Ischemic heart disease,3,Rate,2023,1156.7942536037424,1666.8770549898634,775.8555166764824
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,13,40-44 years,493,Ischemic heart disease,1,Number,2023,33308.13998896405,46554.925486963955,23688.289492013308
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,13,40-44 years,493,Ischemic heart disease,2,Percent,2023,0.06374406770979249,0.08515786270630664,0.04550895647206486
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,13,40-44 years,493,Ischemic heart disease,3,Rate,2023,1751.968920532787,2448.73423066868,1245.9761182804336
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,14,45-49 years,493,Ischemic heart disease,1,Number,2023,40040.21129665628,56559.10349360049,29446.70670551079
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,14,45-49 years,493,Ischemic heart disease,2,Percent,2023,0.07532204921269693,0.10074195204908903,0.054245197939140066
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,14,45-49 years,493,Ischemic heart disease,3,Rate,2023,2470.401979149075,3489.5850117842965,1816.8036623420887
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,15,50-54 years,493,Ischemic heart disease,1,Number,2023,54549.31288990671,71440.29752008677,39407.14201046802
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,15,50-54 years,493,Ischemic heart disease,2,Percent,2023,0.0943226999396852,0.11733137705443879,0.0708130769161499
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,15,50-54 years,493,Ischemic heart disease,3,Rate,2023,3830.6577026139807,5016.8061057830655,2767.3175716267124
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,16,55-59 years,493,Ischemic heart disease,1,Number,2023,55635.588146701506,73605.75048965841,39882.72663934129
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,16,55-59 years,493,Ischemic heart disease,2,Percent,2023,0.09742022944047429,0.1228725885281908,0.0736797922928999
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,16,55-59 years,493,Ischemic heart disease,3,Rate,2023,4533.493801581705,5997.801492198651,3249.863981537704
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,17,60-64 years,493,Ischemic heart disease,1,Number,2023,67646.49827551226,88664.18078092372,48735.398006491654
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,17,60-64 years,493,Ischemic heart disease,2,Percent,2023,0.10836511805302836,0.13378209507924985,0.08222425275863512
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,17,60-64 years,493,Ischemic heart disease,3,Rate,2023,6732.8582661554765,8824.748918287229,4850.635815411682
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,18,65-69 years,493,Ischemic heart disease,1,Number,2023,58328.09443587017,77977.33874696196,39523.61222004646
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,18,65-69 years,493,Ischemic heart disease,2,Percent,2023,0.1000079431542201,0.12496572537070237,0.07343033694553708
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,18,65-69 years,493,Ischemic heart disease,3,Rate,2023,7167.654853957586,9582.25458887337,4856.863810053367
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2023,535016.3558872617,673570.8984786534,407000.66782907804
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.05547558803677316,0.06924216093091105,0.04243461668668029
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2023,1722.3273323793112,2168.3628098082527,1310.218588245115
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,9,20-24 years,494,Stroke,1,Number,2023,5998.2796711989295,8341.188746907646,4020.6044187693715
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,9,20-24 years,494,Stroke,2,Percent,2023,0.011869587455356425,0.01657852173263024,0.007942941359460038
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,9,20-24 years,494,Stroke,3,Rate,2023,207.76144822033504,288.9124130469742,139.26102858715802
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,10,25-29 years,494,Stroke,1,Number,2023,7013.052091037778,10242.892447182021,4681.529930501348
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,10,25-29 years,494,Stroke,2,Percent,2023,0.013707932020485215,0.01990008936533156,0.009325112279599434
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,10,25-29 years,494,Stroke,3,Rate,2023,263.07300198287015,384.2304933841003,175.61314484795156
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,11,30-34 years,494,Stroke,1,Number,2023,9963.608915345547,14022.393944275955,6397.8272404393665
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,11,30-34 years,494,Stroke,2,Percent,2023,0.020558861748925097,0.02861500640140907,0.013875611136424958
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,11,30-34 years,494,Stroke,3,Rate,2023,418.3035925473726,588.7041345000172,268.6008796522917
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,12,35-39 years,494,Stroke,1,Number,2023,16149.536559796088,23489.033733867327,10171.761710517041
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,12,35-39 years,494,Stroke,2,Percent,2023,0.03071681803318727,0.0418518006320826,0.020190750462372294
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,12,35-39 years,494,Stroke,3,Rate,2023,745.2229277034581,1083.9051896792596,469.3775585290952
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,13,40-44 years,494,Stroke,1,Number,2023,20578.24199443493,29264.86536257095,13694.134322590458
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,13,40-44 years,494,Stroke,2,Percent,2023,0.03942207122833246,0.05409858549735926,0.02716217855426227
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,13,40-44 years,494,Stroke,3,Rate,2023,1082.3912840944547,1539.2974388779553,720.2953312532293
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,14,45-49 years,494,Stroke,1,Number,2023,27087.553560177534,36968.16273167793,18955.713287635896
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,14,45-49 years,494,Stroke,2,Percent,2023,0.05105029899667093,0.06735588823724938,0.036185708252865004
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,14,45-49 years,494,Stroke,3,Rate,2023,1671.2485713320225,2280.8626483314483,1169.5300825215354
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,15,50-54 years,494,Stroke,1,Number,2023,35340.53671727307,47438.90497444882,24462.221914434253
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,15,50-54 years,494,Stroke,2,Percent,2023,0.06124656856804711,0.07906026406626368,0.04529412230191922
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,15,50-54 years,494,Stroke,3,Rate,2023,2481.7452689781408,3331.3381437215,1717.8291317564633
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,16,55-59 years,494,Stroke,1,Number,2023,40000.11199323951,54007.868325074334,26934.916399239588
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,16,55-59 years,494,Stroke,2,Percent,2023,0.07002007555207247,0.08991796020554135,0.0503301632653842
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,16,55-59 years,494,Stroke,3,Rate,2023,3259.429185969277,4400.858235609064,2194.805170749572
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,17,60-64 years,494,Stroke,1,Number,2023,57443.16930994577,75402.6151888322,40827.27690224811
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,17,60-64 years,494,Stroke,2,Percent,2023,0.0919817517134318,0.11818950588829558,0.06980583530975669
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,17,60-64 years,494,Stroke,3,Rate,2023,5717.3205883835235,7504.824845422123,4063.540253870414
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,18,65-69 years,494,Stroke,1,Number,2023,56724.50940827439,74006.16786974786,39923.92309070217
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,18,65-69 years,494,Stroke,2,Percent,2023,0.09745833281896352,0.12409546389887145,0.07274158160557052
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,18,65-69 years,494,Stroke,3,Rate,2023,6970.598116240592,9094.256781140186,4906.056059224169
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,494,Stroke,1,Number,2023,456991.2920724824,573560.3407867999,329140.0136533254
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,494,Stroke,2,Percent,2023,0.047399865552737126,0.059820876794601165,0.03464171081811811
